c2f39a,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698107,,404,request
5e57af,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698108,,404,request
b678d2,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698109,,404,request
63552c,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698110,,404,request
bb554a,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698111,,404,request
e686eb,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698113,,404,request
dec687,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698115,,404,request
07d151,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698117,,404,request
f058a5,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698118,,404,request
aa9434,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698119,,404,request
646e3e,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698120,,404,request
d9be78,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698121,,404,request
2746c3,127.0.0.1,GET,http://127.0.0.1:8000/materiel/,1745698124,952f88,500,request
952f88,127.0.0.1,GET,http://127.0.0.1:8000/materiel/,1745698124,,500,request
c2fda6,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698127,,404,request
7f0c4c,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698128,,404,request
f29301,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698130,,404,request
9331f4,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698131,,404,request
9e8b78,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698133,,404,request
348328,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698137,,404,request
bebb30,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698138,,404,request
e03a4f,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698139,,404,request
714da9,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698139,,404,request
c22b3e,127.0.0.1,GET,http://127.0.0.1:8000/materiel/,1745698193,,200,request
ab6d1a,127.0.0.1,GET,http://127.0.0.1:8000/img/default-material.png,1745698194,bf5261,404,request
bf5261,127.0.0.1,GET,http://127.0.0.1:8000/img/default-material.png,1745698194,,404,request
ed7bc8,127.0.0.1,GET,http://127.0.0.1:8000/Uploads/materiels/flyer-67fbbe5cb3fb1.png,1745698195,8dabd7,404,request
8dabd7,127.0.0.1,GET,http://127.0.0.1:8000/Uploads/materiels/flyer-67fbbe5cb3fb1.png,1745698195,,404,request
7d88e7,127.0.0.1,GET,http://127.0.0.1:8000/Uploads/materiels/Capture-d-ecran-2025-04-03-115738-67fba1131d49c.png,1745698196,7c9410,404,request
7c9410,127.0.0.1,GET,http://127.0.0.1:8000/Uploads/materiels/Capture-d-ecran-2025-04-03-115738-67fba1131d49c.png,1745698196,,404,request
c28517,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698207,,404,request
1ec607,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698208,,404,request
d910ea,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698209,,404,request
c6ca4a,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698210,,404,request
2f8d9b,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698211,,404,request
3e1db8,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698212,,404,request
b2eaff,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698213,,404,request
7ae398,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698214,,404,request
f996fe,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698215,,404,request
98de15,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698216,,404,request
9da315,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698217,,404,request
ac35d2,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698218,,404,request
145e63,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698219,,404,request
4a8eab,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698220,,404,request
fa252e,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698221,,404,request
3b7d69,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698222,,404,request
7df643,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698223,,404,request
9fd950,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698224,,404,request
311c96,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698225,,404,request
49644a,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698226,,404,request
5fbcca,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698227,,404,request
a754e2,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698228,,404,request
9a093f,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698229,,404,request
85477f,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698230,,404,request
461076,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698232,,404,request
5baefb,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698233,,404,request
c87caf,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698234,,404,request
350e33,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698235,,404,request
8bb5f7,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698236,,404,request
5e7fff,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698237,,404,request
6db3f4,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698238,,404,request
e9b4dd,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698239,,404,request
fcc09d,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698240,,404,request
18445d,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698241,,404,request
6be1b6,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698242,,404,request
6863af,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698243,,404,request
e6cc7d,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698244,,404,request
4d24cb,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698245,,404,request
b55230,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698246,,404,request
7596b9,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698247,,404,request
14673c,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698248,,404,request
9dbbf9,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698248,,404,request
a65fd6,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698250,,404,request
4b78e3,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698252,,404,request
0dc8ed,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698254,,404,request
464769,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698255,,404,request
db67d9,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698255,,404,request
fd46c1,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698256,,404,request
461cfb,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698257,,404,request
4570a0,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698258,,404,request
8cd1d8,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698259,,404,request
8a2268,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698260,,404,request
766681,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698261,,404,request
e91624,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698262,,404,request
971ee5,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698264,,404,request
5fd375,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698265,,404,request
f0e1c0,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698266,,404,request
8c961a,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698266,,404,request
cc338c,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698267,,404,request
8d510f,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698268,,404,request
0be285,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698269,,404,request
5fdfdf,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698271,,404,request
62c994,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698272,,404,request
7340f7,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698273,,404,request
59acc3,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698274,,404,request
852dc6,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698276,,404,request
621bcf,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698277,,404,request
ecc19a,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698278,,404,request
871abf,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698280,,404,request
69c1ee,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698281,,404,request
de5916,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698282,,404,request
70d643,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698284,,404,request
944342,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698285,,404,request
409e37,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698287,,404,request
28c7aa,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698287,,404,request
320df1,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698289,,404,request
768ad1,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698290,,404,request
bb7481,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698291,,404,request
819e4b,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698293,,404,request
41cd08,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698294,,404,request
84b529,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698295,,404,request
42f3d2,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698296,,404,request
0e4494,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698297,,404,request
37c4d3,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698298,,404,request
44eb30,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698299,,404,request
b3865a,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698300,,404,request
8bb27a,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698301,,404,request
043915,127.0.0.1,POST,http://127.0.0.1:8000/materiel/detect-object-webcam,1745698302,,404,request
